일련번호,상호명,도로명주소,전화번호,위도,경도,단지명,전용면적(㎡),계약년월,거래금액(만원),층,건축년도
1,,인천광역시 연수구 동춘동 먼우금로 69,,37.4056486,126.66889,대동,75.255,202212,"25,000",4,1994
2,,인천광역시 연수구 동춘동 동곡재로117번길 22,,37.4124024,126.667561,대우3,134.025,202209,"36,200",1,1993
3,,인천광역시 연수구 동춘동 먼우금로 19,,37.4013122,126.667983,동남,52.14,202209,"26,700",5,1994
4,,인천광역시 연수구 동춘동 먼우금로 19,,37.4013122,126.667983,동남,52.14,202209,"25,000",11,1994
5,,인천광역시 연수구 동춘동 먼우금로 19,,37.4013122,126.667983,동남,52.14,202210,"27,800",5,1994
6,,인천광역시 연수구 동춘동 먼우금로 19,,37.4013122,126.667983,동남,52.14,202211,"23,000",5,1994
7,,인천광역시 연수구 동춘동 먼우금로 19,,37.4013122,126.667983,동남,52.14,202211,"21,000",3,1994
8,,인천광역시 연수구 동춘동 먼우금로 19,,37.4013122,126.667983,동남,52.14,202212,"19,800",5,1994
9,,인천광역시 연수구 동춘동 먼우금로 19,,37.4013122,126.667983,동남,52.14,202212,"21,000",13,1994
10,,인천광역시 연수구 동춘동 먼우금로 123,,37.411229,126.670029,동춘마을,59.3,202210,"32,000",3,1994
11,,인천광역시 연수구 동춘동 먼우금로 123,,37.411229,126.670029,동춘마을,59.3,202210,"28,500",2,1994
12,,인천광역시 연수구 동춘동 먼우금로 123,,37.411229,126.670029,동춘마을,59.36,202211,"34,000",2,1994
13,,인천광역시 연수구 동춘동 먼우금로 123,,37.411229,126.670029,동춘마을,59.3,202211,"34,000",1,1994
14,,인천광역시 연수구 동춘동 먼우금로 123,,37.411229,126.670029,동춘마을,59.36,202212,"26,000",2,1994
15,,인천광역시 연수구 동춘동 원인재로 81,,37.4073525,126.675727,래미안,95.76,202211,"35,500",3,1993
16,,인천광역시 연수구 동춘동 원인재로 81,,37.4073525,126.675727,래미안,95.76,202211,"38,500",5,1993
17,,인천광역시 연수구 동춘동 원인재로 81,,37.4073525,126.675727,래미안,95.76,202211,"40,500",13,1993
18,,인천광역시 연수구 동춘동 원인재로 14,,37.4015101,126.671099,무지개마을,84.965,202209,"42,500",10,1995
19,,인천광역시 연수구 동춘동 원인재로 14,,37.4015101,126.671099,무지개마을,84.965,202209,"40,500",1,1995
20,,인천광역시 연수구 동춘동 원인재로 14,,37.4015101,126.671099,무지개마을,84.965,202209,"40,000",7,1995
21,,인천광역시 연수구 동춘동 능허대로 343,,37.4068611,126.664355,송도파크레인동일하이빌,84.9044,202209,"59,000",16,2019
22,,인천광역시 연수구 동춘동 능허대로 343,,37.4068611,126.664355,송도파크레인동일하이빌,74.2443,202209,"47,000",30,2019
23,,인천광역시 연수구 동춘동 능허대로 343,,37.4068611,126.664355,송도파크레인동일하이빌,84.9948,202209,"55,000",16,2019
24,,인천광역시 연수구 동춘동 능허대로 343,,37.4068611,126.664355,송도파크레인동일하이빌,84.9948,202209,"55,000",29,2019
25,,인천광역시 연수구 동춘동 능허대로 343,,37.4068611,126.664355,송도파크레인동일하이빌,74.2443,202212,"46,500",25,2019
26,,인천광역시 연수구 동춘동 앵고개로104번길 22,,37.4068611,126.664355,송도파크자이,84.8904,202209,"77,000",7,2019
27,,인천광역시 연수구 동춘동 앵고개로104번길 22,,37.4068611,126.664355,송도파크자이,76.7563,202209,"54,500",5,2019
28,,인천광역시 연수구 동춘동 앵고개로104번길 22,,37.4068611,126.664355,송도파크자이,84.8904,202209,"55,000",24,2019
29,,인천광역시 연수구 동춘동 앵고개로104번길 22,,37.4068611,126.664355,송도파크자이,101.951,202210,"74,000",12,2019
30,,인천광역시 연수구 동춘동 앵고개로104번길 22,,37.4068611,126.664355,송도파크자이,76.7563,202210,"54,000",14,2019
31,,인천광역시 연수구 동춘동 앵고개로104번길 22,,37.4068611,126.664355,송도파크자이,84.8904,202211,"52,000",3,2019
32,,인천광역시 연수구 동춘동 앵고개로104번길 22,,37.4068611,126.664355,송도파크자이,76.9835,202212,"44,500",7,2019
33,,인천광역시 연수구 동춘동 먼우금로63번길 13,,37.4038907,126.668559,아주,84.78,202210,"33,500",3,1994
34,,인천광역시 연수구 동춘동 먼우금로63번길 13,,37.4038907,126.668559,아주,84.78,202212,"25,500",4,1994
35,,인천광역시 연수구 동춘동 원인재로 88,,37.4058651,126.678726,연수대우.삼환,102,202211,"43,500",3,1994
36,,인천광역시 연수구 동춘동 봉재산로 20,,37.409871,126.664522,연수서해그랑블1단지,84.95,202209,"63,000",16,2017
37,,인천광역시 연수구 동춘동 봉재산로 20,,37.409871,126.664522,연수서해그랑블1단지,70.77,202210,"40,000",7,2017
38,,인천광역시 연수구 동춘동 봉재산로 20,,37.409871,126.664522,연수서해그랑블1단지,84.98,202211,"47,000",6,2017
39,,인천광역시 연수구 동춘동 봉재산로 20,,37.409871,126.664522,연수서해그랑블1단지,70.77,202212,"42,000",11,2017
40,,인천광역시 연수구 동춘동 청능대로 124,,37.4107504,126.67613,"연수타운(금호,동아)",101.97,202210,"42,000",3,1993
41,,인천광역시 연수구 동춘동 청능대로 124,,37.4107504,126.67613,"연수타운(금호,동아)",101.97,202212,"40,000",6,1993
42,,인천광역시 연수구 동춘동 원인재로 81,,37.4073525,126.675727,자이(xi),95.55,202210,"38,800",12,1993
43,,인천광역시 연수구 동춘동 앵고개로206번길 10,,37.4106973,126.666767,태평1,109.1,202210,"40,000",2,1992
44,,인천광역시 연수구 동춘동 청능대로 38,,37.4170054,126.670342,태평2,59.885,202210,"28,000",4,1995
45,,인천광역시 연수구 동춘동 청능대로 38,,37.4170054,126.670342,태평2,59.885,202210,"22,500",2,1995
46,,인천광역시 연수구 동춘동 경원대로119번길 21,,37.400607,126.673565,풍림2,84.22,202209,"40,000",10,1993
47,,인천광역시 연수구 동춘동 원인재로 124,,37.408132,126.680716,한양1,88.86,202211,"39,000",18,1994
48,,인천광역시 연수구 동춘동 원인재로 59,,37.4054154,126.672505,한양2,84.97,202210,"41,000",5,1994
49,,인천광역시 연수구 동춘동 원인재로 59,,37.4054154,126.672505,한양2,84.97,202212,"45,000",1,1994
50,,인천광역시 연수구 동춘동 먼우금로 126,,37.4087429,126.673496,현대,133.808,202211,"59,500",8,1993
51,,인천광역시 연수구 동춘동 원인재로 56,,37.4033088,126.676377,현대1,84.97,202211,"44,000",6,1993
52,,인천광역시 연수구 동춘동 원인재로 56,,37.4033088,126.676377,현대1,84.97,202212,"43,500",5,1993
53,,인천광역시 연수구 선학동 선학로 100,,37.4267707,126.700046,금호타운,84.9,202211,"43,000",12,1992
54,,인천광역시 연수구 선학동 선학로74번길 17,,37.4249022,126.702245,대동,84.06,202209,"29,000",2,1992
55,,인천광역시 연수구 선학동 선학로74번길 17,,37.4249022,126.702245,대동,84.4,202210,"30,000",1,1992
56,,인천광역시 연수구 선학동 선학로74번길 17,,37.4249022,126.702245,대동,84.06,202211,"31,000",7,1992
57,,인천광역시 연수구 선학동 선학로74번길 17,,37.4249022,126.702245,대동,84.4,202211,"20,500",5,1992
58,,인천광역시 연수구 선학동 선학로74번길 17,,37.4249022,126.702245,대동,84.4,202211,"23,500",8,1992
59,,인천광역시 연수구 선학동 선학로 90,,37.4249022,126.702245,아주,84.4,202209,"32,000",3,1992
60,,인천광역시 연수구 선학동 넘말로79번길 45,,37.430021,126.695627,윤성,59.86,202210,"22,000",2,1995
61,,인천광역시 연수구 선학동 넘말로79번길 45,,37.430021,126.695627,윤성,84.93,202210,"35,800",11,1995
62,,인천광역시 연수구 선학동 선학로 37,,37.4217231,126.699298,"태산,대진.정광아파트",84.69,202210,"34,700",2,1991
63,,인천광역시 연수구 선학동 넘말로47번길 36,,37.4215845,126.697943,희영무지개2,59.85,202211,"25,500",8,1995
64,,인천광역시 연수구 송도동 랜드마크로 113,,37.4227167,126.700277,e편한세상송도,70.2331,202209,"56,000",34,2018
65,,인천광역시 연수구 송도동 랜드마크로 113,,37.4209304,126.699358,e편한세상송도,70.3826,202209,"58,000",31,2018
66,,인천광역시 연수구 송도동 랜드마크로 113,,37.4289113,126.695055,e편한세상송도,70.5618,202209,"57,500",14,2018
67,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202209,"80,000",38,2018
68,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202209,"72,000",4,2018
69,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202209,"68,500",25,2018
70,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202209,"81,000",39,2018
71,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202209,"75,000",25,2018
72,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.2331,202210,"56,000",25,2018
73,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.5618,202210,"55,000",11,2018
74,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.5618,202210,"57,000",34,2018
75,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.2331,202210,"51,000",16,2018
76,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202210,"63,000",20,2018
77,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.5618,202210,"50,800",10,2018
78,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.5618,202210,"53,000",39,2018
79,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202211,"65,000",27,2018
80,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202211,"66,000",4,2018
81,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202211,"72,000",23,2018
82,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.3826,202211,"50,000",17,2018
83,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.5618,202211,"48,000",28,2018
84,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.2331,202211,"49,000",12,2018
85,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.5618,202211,"50,500",27,2018
86,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.2331,202212,"50,800",29,2018
87,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.5618,202212,"47,000",5,2018
88,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202212,"65,500",24,2018
89,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202212,"57,000",2,2018
90,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.5618,202212,"49,000",31,2018
91,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.2331,202212,"46,000",1,2018
92,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.2331,202212,"45,000",5,2018
93,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202212,"58,000",7,2018
94,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,70.5618,202212,"48,000",37,2018
95,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202212,"62,500",8,2018
96,,인천광역시 연수구 송도동 랜드마크로 113,,37.4114564,126.617142,e편한세상송도,84.4163,202212,"60,000",33,2018
97,,인천광역시 연수구 송도동 송도문화로28번길 28,,37.4114564,126.617142,글로벌캠퍼스푸르지오,134.96,202209,"150,000",18,2013
98,,인천광역시 연수구 송도동 송도문화로28번길 28,,37.4114564,126.617142,글로벌캠퍼스푸르지오,115.98,202209,"100,000",19,2013
99,,인천광역시 연수구 송도동 송도문화로28번길 28,,37.4114564,126.617142,글로벌캠퍼스푸르지오,101.99,202210,"75,000",26,2013
100,,인천광역시 연수구 송도동 송도문화로28번길 81,,37.3766737,126.65381,더샵그린스퀘어,84.8669,202209,"69,500",19,2014
101,,인천광역시 연수구 송도동 송도문화로28번길 81,,37.3766737,126.65381,더샵그린스퀘어,84.5317,202211,"60,000",31,2014
102,,인천광역시 연수구 송도동 송도문화로28번길 81,,37.3766737,126.65381,더샵그린스퀘어,98.2428,202211,"68,000",38,2014
103,,인천광역시 연수구 송도동 송도문화로28번길 81,,37.371617,126.653144,더샵그린스퀘어,84.5317,202211,"61,000",11,2014
104,,인천광역시 연수구 송도동 송도문화로28번길 81,,37.371617,126.653144,더샵그린스퀘어,84.8669,202211,"68,000",29,2014
105,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.371617,126.653144,더샵그린워크1차,84.3408,202209,"73,000",10,2014
106,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.371617,126.653144,더샵그린워크1차,84.8682,202209,"68,000",6,2014
107,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.371617,126.653144,더샵그린워크1차,84.8682,202209,"69,000",6,2014
108,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.3989098,126.641476,더샵그린워크1차,84.3408,202209,"68,000",3,2014
109,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.3989098,126.641476,더샵그린워크1차,84.3408,202210,"68,000",14,2014
110,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.3989098,126.641476,더샵그린워크1차,101.9294,202210,"80,000",21,2014
111,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.3989098,126.641476,더샵그린워크1차,84.3408,202210,"67,000",20,2014
112,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.3989098,126.641476,더샵그린워크1차,84.8682,202211,"69,000",23,2014
113,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.3989098,126.641476,더샵그린워크1차,84.8682,202211,"69,000",23,2014
114,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.3989098,126.641476,더샵그린워크1차,84.3408,202211,"68,000",7,2014
115,,인천광역시 연수구 송도동 아트센터대로97번길 30,,37.3989098,126.641476,더샵그린워크1차,84.3408,202212,"64,000",2,2014
116,,인천광역시 연수구 송도동 아트센터대로97번길 15,,37.3989098,126.641476,더샵그린워크2차,84.3408,202210,"67,500",9,2014
117,,인천광역시 연수구 송도동 아트센터대로97번길 15,,37.3989098,126.641476,더샵그린워크2차,84.3408,202211,"69,000",23,2014
118,,인천광역시 연수구 송도동 아트센터대로97번길 15,,37.3989098,126.641476,더샵그린워크2차,99.9837,202211,"78,500",23,2014
119,,인천광역시 연수구 송도동 센트럴로 232,,37.4014868,126.641486,더샵센트럴파크1,96.318,202210,"83,000",38,2010
120,,인천광역시 연수구 송도동 센트럴로 232,,37.4014868,126.641486,더샵센트럴파크1,106.9262,202211,"105,000",26,2010
121,,인천광역시 연수구 송도동 센트럴로 194,,37.4014868,126.641486,더샵센트럴파크2,104.7392,202212,"100,000",10,2011
122,,인천광역시 연수구 송도동 랜드마크로 160,,37.3967178,126.637681,더샵송도마리나베이,84.2262,202209,"83,500",34,2020
123,,인천광역시 연수구 송도동 랜드마크로 160,,37.3967178,126.637681,더샵송도마리나베이,84.916,202209,"90,000",9,2020
124,,인천광역시 연수구 송도동 랜드마크로 160,,37.3945115,126.641011,더샵송도마리나베이,84.202,202209,"66,000",23,2020
125,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.7583,202209,"90,000",10,2020
126,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.9738,202209,"79,000",30,2020
127,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.916,202209,"66,000",14,2020
128,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.916,202211,"75,000",19,2020
129,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.9738,202211,"86,000",27,2020
130,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.9738,202211,"60,000",25,2020
131,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.9738,202211,"72,000",35,2020
132,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.4546,202211,"60,000",12,2020
133,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.9738,202211,"67,350",11,2020
134,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,74.9894,202212,"55,000",27,2020
135,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.916,202212,"66,000",36,2020
136,,인천광역시 연수구 송도동 랜드마크로 160,,37.4125196,126.611624,더샵송도마리나베이,84.7583,202212,"65,000",17,2020
137,,인천광역시 연수구 송도동 컨벤시아대로42번길 95,,37.4125196,126.611624,더샵엑스포10단지,84.9871,202211,"68,000",3,2009
138,,인천광역시 연수구 송도동 컨벤시아대로42번길 96,,37.4125196,126.611624,더샵엑스포6단지,99.3121,202211,"65,000",12,2009
139,,인천광역시 연수구 송도동 컨벤시아대로42번길 77,,37.4125196,126.611624,더샵엑스포9단지,113.7554,202211,"95,000",21,2009
140,,인천광역시 연수구 송도동 컨벤시아대로42번길 77,,37.4030597,126.643173,더샵엑스포9단지,126.4763,202211,"100,000",24,2009
141,,인천광역시 연수구 송도동 컨벤시아대로42번길 77,,37.4045954,126.644498,더샵엑스포9단지,99.3121,202212,"67,500",12,2009
142,,인천광역시 연수구 송도동 랜드마크로 68,,37.4019022,126.644771,랜드마크시티센트럴더샵,84.9999,202209,"65,000",7,2020
143,,인천광역시 연수구 송도동 랜드마크로 68,,37.4019022,126.644771,랜드마크시티센트럴더샵,84.9999,202210,"67,000",35,2020
144,,인천광역시 연수구 송도동 랜드마크로 68,,37.4019022,126.644771,랜드마크시티센트럴더샵,84.9999,202210,"69,000",38,2020
145,,인천광역시 연수구 송도동 랜드마크로 68,,37.4155182,126.619369,랜드마크시티센트럴더샵,84.9999,202211,"62,500",28,2020
146,,인천광역시 연수구 송도동 랜드마크로 68,,37.4155182,126.619369,랜드마크시티센트럴더샵,84.9999,202211,"63,000",11,2020
147,,인천광역시 연수구 송도동 랜드마크로 68,,37.4155182,126.619369,랜드마크시티센트럴더샵,84.9999,202211,"61,000",10,2020
148,,인천광역시 연수구 송도동 랜드마크로 68,,37.4155182,126.619369,랜드마크시티센트럴더샵,84.9999,202211,"62,000",24,2020
149,,인천광역시 연수구 송도동 랜드마크로 68,,37.4155182,126.619369,랜드마크시티센트럴더샵,84.9999,202211,"60,000",44,2020
150,,인천광역시 연수구 송도동 랜드마크로 68,,37.4155182,126.619369,랜드마크시티센트럴더샵,84.9999,202211,"59,000",9,2020
151,,인천광역시 연수구 송도동 송도과학로27번길 70,,37.4155182,126.619369,롯데캐슬,110.253,202209,"71,000",10,2012
152,,인천광역시 연수구 송도동 송도과학로27번길 70,,37.4155182,126.619369,롯데캐슬,84.9966,202212,"60,000",13,2012
153,,인천광역시 연수구 송도동 송도과학로27번길 55,,37.4155182,126.619369,롯데캐슬캠퍼스타운,59.8604,202210,"57,000",34,2016
154,,인천광역시 연수구 송도동 송도과학로27번길 55,,37.3870116,126.667459,롯데캐슬캠퍼스타운,59.8604,202211,"57,000",34,2016
155,,인천광역시 연수구 송도동 송도과학로27번길 55,,37.3870116,126.667459,롯데캐슬캠퍼스타운,84.578,202212,"65,000",29,2016
156,,인천광역시 연수구 송도동 송도과학로27번길 55,,37.3880049,126.665049,롯데캐슬캠퍼스타운,84.578,202212,"65,000",29,2016
157,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3880049,126.665049,베르디움더퍼스트,74.9413,202209,"64,000",9,2017
158,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3880049,126.665049,베르디움더퍼스트,84.9572,202210,"60,000",2,2017
159,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3880049,126.665049,베르디움더퍼스트,63.9487,202210,"50,000",5,2017
160,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,63.9487,202211,"49,500",26,2017
161,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,74.5812,202211,"55,000",2,2017
162,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,84.8153,202211,"63,000",28,2017
163,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,84.9572,202211,"59,500",9,2017
164,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,74.9413,202211,"57,000",25,2017
165,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,63.9487,202211,"49,000",14,2017
166,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,113.8722,202212,"90,000",13,2017
167,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,63.9487,202212,"50,500",18,2017
168,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,113.8722,202212,"84,500",14,2017
169,,인천광역시 연수구 송도동 송도문화로84번길 84,,37.3702011,126.65577,베르디움더퍼스트,84.8153,202212,"55,000",2,2017
170,,인천광역시 연수구 송도동 신송로6번길 7,,37.3702011,126.65577,성지리벨루스,84.586,202210,"47,000",1,2006
171,,인천광역시 연수구 송도동 신송로6번길 7,,37.3702011,126.65577,성지리벨루스,84.914,202210,"48,000",1,2006
172,,인천광역시 연수구 송도동 신송로6번길 7,,37.3702011,126.65577,성지리벨루스,84.586,202211,"48,500",9,2006
173,,인천광역시 연수구 송도동 신송로6번길 7,,37.390644,126.661593,성지리벨루스,84.586,202212,"47,500",4,2006
174,,인천광역시 연수구 송도동 신송로6번길 7,,37.390644,126.661593,성지리벨루스,84.586,202212,"47,500",4,2006
175,,인천광역시 연수구 송도동 신송로6번길 7,,37.390644,126.661593,성지리벨루스,84.586,202212,"48,000",13,2006
176,,인천광역시 연수구 송도동 랜드마크로 19,,37.390644,126.661593,송도SKVIEW,84.6541,202209,"73,000",42,2019
